OBJECTID_12,OBJECTID_1,OBJECTID,DISTRICT,DISTNAME,CAMPUS,CAMPNAME,STREET_MAI,CITY_MAIL,ZIP_MAIL,STREET,CITY,ZIP,COUNTY,CNTYNAME,REGION,GRADERANGE,GRADEGRP,VERIFY,INSTR_TYPE,STREET_M_1,ADJUST,Shape,Latitude,Longitude
553,553,3501,101912,HOUSTON ISD,101912069,SOAR CTR,3233 WESLAYAN,HOUSTON,77027-5751,3233 WESLAYAN,HOUSTON,77027-5751,101,HARRIS COUNTY,4,12-Jan,5,1,REGULAR,3233 WESLAYAN,Y,553,29.740079,-95.446409
708,708,3686,101909,NORTH FOREST ISD,101909108,SHADYDALE ELEMENTARY,5905 TIDWELL RD,HOUSTON,77028-1197,5905 TIDWELL RD,HOUSTON,77028-1197,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,5905 TIDWELL RD,Y,708,29.827869,-95.287485
349,349,1716,101912,HOUSTON ISD,101912007,KASHMERE H S,6900 WILEYVALE ST,HOUSTON,77028-4199,6900 WILEYVALE ST,HOUSTON,77028-4199,101,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,6900 WILEYVALE ST,Y,349,29.827869,-95.287485
705,705,3683,101909,NORTH FOREST ISD,101909103,HILLIARD EL,6511 N WAYSIDE DR,HOUSTON,77028-4499,8115 E HOUSTON,HOUSTON,77078-4499,101,HARRIS COUNTY,4,KG-4,1,0,REGULAR,6511 N WAYSIDE DR,Y,705,29.827869,-95.287485
598,598,3565,101912,HOUSTON ISD,101912179,HOUSTON GARDENS EL,6820 HOMESTEAD RD,HOUSTON,77028-5098,6820 HOMESTEAD RD,HOUSTON,77028-5098,101,HARRIS COUNTY,4,EE-6,1,1,REGULAR,6820 HOMESTEAD RD,Y,598,29.827869,-95.287485
504,504,3293,101909,NORTH FOREST ISD,101909044,ELMORE MIDDLE,8200 TATE ST,HOUSTON,77028-5599,8200 TATE ST,HOUSTON,77028-5599,101,HARRIS COUNTY,4,8-Jul,2,0,REGULAR,8200 TATE ST,Y,504,29.827869,-95.287485
752,752,3733,101912,HOUSTON ISD,101912258,WHITTIER EL,10511 LACROSSE ST,HOUSTON,77029-2111,10511 LACROSSE ST,HOUSTON,77029-2111,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,10511 LACROSSE ST,Y,752,29.759665,-95.256251
274,274,1398,101910,GALENA PARK ISD,101910106,JACINTO CITY EL,10910 WIGGINS,HOUSTON,77029-2893,10910 WIGGINS,HOUSTON,77029-2893,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,10910 WIGGINS,Y,274,29.759665,-95.256251
721,721,3699,101912,HOUSTON ISD,101912220,PLEASANTVILLE EL,1431 GELLHORN DR,HOUSTON,77029-3313,1431 GELLHORN DR,HOUSTON,77029-3313,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,1431 GELLHORN DR,Y,721,29.759665,-95.256251
530,530,3352,101912,HOUSTON ISD,101912050,HOLLAND MIDDLE,1600 GELLHORN,HOUSTON,77029-3397,1600 GELLHORN,HOUSTON,77029-3397,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,1600 GELLHORN,Y,530,29.759665,-95.256251
723,723,3701,101912,HOUSTON ISD,101912222,PORT HOUSTON EL,1800 MCCARTY ST,HOUSTON,77029-3797,1800 MCCARTY ST,HOUSTON,77029-3797,101,HARRIS COUNTY,4,EE-6,1,0,REGULAR,1800 MCCARTY ST,Y,723,29.759665,-95.256251
729,729,3707,101912,HOUSTON ISD,101912229,ROBERTS EL,6000 GREENBRIAR ST,HOUSTON,77030-1143,6000 GREENBRIAR ST,HOUSTON,77030-1143,101,HARRIS COUNTY,4,"EE,KG-5",1,1,REGULAR,6000 GREENBRIAR ST,Y,729,29.706787,-95.401748
775,775,3758,101912,HOUSTON ISD,101912151,BELL EL,12323 SHAFTSBURY DR,HOUSTON,77031-3199,12323 SHAFTSBURY DR,HOUSTON,77031-3199,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,12323 SHAFTSBURY DR,Y,775,29.652205,-95.54623
628,628,3604,101902,ALDINE ISD,101902128,CALVERT EL,1925 MARVELL DR,HOUSTON,77032-2085,1925 MARVELL DR,HOUSTON,77032-2085,101,HARRIS COUNTY,4,KG-4,1,0,REGULAR,1925 MARVELL DR,Y,628,29.987805,-95.353412
493,493,3231,101902,ALDINE ISD,101902061,ECKERT INT,1430 ALDINE MEADOWS RD,HOUSTON,77032-2916,1430 ALDINE MEADOWS RD,HOUSTON,77032-2916,101,HARRIS COUNTY,4,6-May,2,1,REGULAR,1430 ALDINE MEADOWS RD,Y,493,29.987805,-95.353412
1173,1173,7674,101902,ALDINE ISD,101902155,DE SANTIAGO EC/PRE-K CENTER,1420 ALDINE MEADOWS,HOUSTON,77032-2916,1420 ALDINE MEADOWS,HOUSTON,77032-2916,101,HARRIS COUNTY,4,EE-PK,1,0,REGULAR INSTRUCTIONAL,1420 ALDINE MEADOWS,Y,1173,29.987805,-95.353412
562,562,3511,101902,ALDINE ISD,101902041,ALDINE MIDDLE,14908 ALDINE-WESTFIELD RD,HOUSTON,77032-3097,14908 ALDINE-WESTFIELD RD,HOUSTON,77032-3097,101,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,14908 ALDINE-WESTFIELD RD,Y,562,29.987805,-95.353412
574,574,3523,101902,ALDINE ISD,101902108,LANE SCH,14900 ALDINE-WESTFIELD RD,HOUSTON,77032-3098,14900 ALDINE-WESTFIELD RD,HOUSTON,77032-3098,101,HARRIS COUNTY,4,EE-12,5,0,REGULAR,14900 ALDINE-WESTFIELD RD,Y,574,29.987805,-95.353412
572,572,3521,101902,ALDINE ISD,101902105,FRANCIS EL,14815 LEE RD,HOUSTON,77032-4405,14815 LEE RD,HOUSTON,77032-4405,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,14815 LEE RD,Y,572,29.987805,-95.353412
795,795,3779,101912,HOUSTON ISD,101912203,MADING EL,8511 CRESTMONT ST,HOUSTON,77033-1399,8511 CRESTMONT ST,HOUSTON,77033-1399,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,8511 CRESTMONT ST,Y,795,29.66688,-95.335133
258,258,1263,101912,HOUSTON ISD,101912378,KANDY STRIPE ACADEMY,5310 SOUTHLEA,HOUSTON,77033-1727,5310 SOUTHLEA,HOUSTON,77033-1727,101,HARRIS COUNTY,4,PK-8,1,0,REGULAR,5310 SOUTHLEA,Y,258,29.66688,-95.335133
603,603,3570,101912,HOUSTON ISD,101912187,KELSO EL,5800 SOUTHMUND ST,HOUSTON,77033-1896,5800 SOUTHMUND ST,HOUSTON,77033-1896,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5800 SOUTHMUND ST,Y,603,29.66688,-95.335133
686,686,3663,101912,HOUSTON ISD,101912102,ALCOTT EL,5859 BELLFORT,HOUSTON,77033-2199,5859 BELLFORT,HOUSTON,77033-2199,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5859 BELLFORT,Y,686,29.66688,-95.335133
348,348,1715,101912,HOUSTON ISD,101912006,JONES H S,7414 ST LO RD,HOUSTON,77033-2797,7414 ST LO RD,HOUSTON,77033-2797,101,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,7414 ST LO RD,Y,348,29.66688,-95.335133
691,691,3669,101912,HOUSTON ISD,101912108,BASTIAN EL,7350 CALHOUN ST,HOUSTON,77033-3499,5051 BELFORT,HOUSTON,77033-3836,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,7350 CALHOUN ST,Y,691,29.66688,-95.335133
895,895,3879,101917,PASADENA ISD,101917103,FREEMAN EL,2323 THETA ST,HOUSTON,77034-1250,2323 THETA ST,HOUSTON,77034-1250,101,HARRIS COUNTY,4,PK-5,1,0,REGULAR,2323 THETA ST,Y,895,29.61951,-95.191644
897,897,3881,101917,PASADENA ISD,101917105,GARFIELD EL,10301 HARTSOOK ST,HOUSTON,77034-3516,10301 HARTSOOK ST,HOUSTON,77034-3516,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,10301 HARTSOOK ST,Y,897,29.61951,-95.191644
898,898,3910,101917,PASADENA ISD,101917106,GENOA EL,12900 ALMEDA GENOA RD,HOUSTON,77034-4636,12900 ALMEDA GENOA RD,HOUSTON,77034-4636,101,HARRIS COUNTY,4,PK-5,1,0,REGULAR,12900 ALMEDA GENOA RD,Y,898,29.61951,-95.191644
725,725,3703,101912,HOUSTON ISD,101912224,RED EL,4520 TONAWANDA DR,HOUSTON,77035-3716,4520 TONAWANDA DR,HOUSTON,77035-3716,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,4520 TONAWANDA DR,Y,725,29.655503,-95.471663
688,688,3666,101912,HOUSTON ISD,101912105,ANDERSON EL,5727 LUDINGTON DR,HOUSTON,77035-4399,5727 LUDINGTON DR,HOUSTON,77035-4399,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5727 LUDINGTON DR,Y,688,29.655503,-95.471663
359,359,1726,101912,HOUSTON ISD,101912017,WESTBURY H S,11911 CHIMNEY ROCK,HOUSTON,77035-4599,11911 CHIMNEY ROCK,HOUSTON,77035-4599,101,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,11911 CHIMNEY ROCK,Y,359,29.655503,-95.471663
762,762,3743,101912,HOUSTON ISD,101912271,FOERSTER EL,14200 FONMEADOW DR,HOUSTON,77035-5218,14200 FONMEADOW DR,HOUSTON,77035-5218,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,14200 FONMEADOW DR,Y,762,29.655503,-95.471663
759,759,3740,101912,HOUSTON ISD,101912267,WHITE EL,9001 TRIOLA LN,HOUSTON,77036-6199,9001 TRIOLA LN,HOUSTON,77036-6199,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,9001 TRIOLA LN,Y,759,29.701847,-95.534537
561,561,3509,101912,HOUSTON ISD,101912081,SHARPSTOWN MIDDLE,8330 TRIOLA,HOUSTON,77036-6396,8330 TRIOLA,HOUSTON,77036-6396,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,8330 TRIOLA,Y,561,29.701847,-95.534537
710,710,3688,101912,HOUSTON ISD,101912209,NEFF EL,8200 CARVEL LN,HOUSTON,77036-6397,8200 CARVEL LN,HOUSTON,77036-6397,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,8200 CARVEL LN,Y,710,29.701847,-95.534537
318,318,1653,101903,ALIEF ISD,101903118,BEST EL,10000 CENTRE PKWY,HOUSTON,77036-8200,10000 CENTRE PKWY,HOUSTON,77036-8200,101,HARRIS COUNTY,4,PK-4,1,1,REGULAR,10000 CENTRE PKWY,Y,318,29.701847,-95.534537
321,321,1656,101903,ALIEF ISD,101903121,BUSH EL,9730 STROUD DR,HOUSTON,77036-9999,9730 STROUD DR,HOUSTON,77036-9999,101,HARRIS COUNTY,4,PK-4,1,1,REGULAR,9730 STROUD DR,Y,321,29.701847,-95.534537
567,567,3516,101902,ALDINE ISD,101902081,ALDINE NINTH GRADE SCHOOL,10650 N FREEWAY,HOUSTON,77037-1128,10650 N FREEWAY,HOUSTON,77037-1128,101,HARRIS COUNTY,4,9,4,1,REGULAR,10650 N FREEWAY,Y,567,29.89036,-95.392527
488,488,3226,101902,ALDINE ISD,101902044,STOVALL MIDDLE,11201 AIRLINE DR,HOUSTON,77037-1182,11201 AIRLINE DR,HOUSTON,77037-1182,101,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,11201 AIRLINE DR,Y,488,29.89036,-95.392527
522,522,3344,101902,ALDINE ISD,101902001,ALDINE H S,11101 AIRLINE DR,HOUSTON,77037-1183,11101 AIRLINE DR,HOUSTON,77037-1183,101,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,11101 AIRLINE DR,Y,522,29.89036,-95.392527
570,570,3519,101902,ALDINE ISD,101902103,CARROLL ACADEMY,423 W GULFBANK,HOUSTON,77037-2901,423 W GULFBANK,HOUSTON,77037-2901,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,423 W GULFBANK,Y,570,29.89036,-95.392527
1060,1060,7027,101912,HOUSTON ISD,101912359,JOE E MORENO ELEMENTARY,620 E CANINO,HOUSTON,77037-4619,620 E CANINO,HOUSTON,77037-4619,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,620 E CANINO,Y,1060,29.89036,-95.392527
629,629,3605,101902,ALDINE ISD,101902151,KEEBLE EC/PRE-K CENTER,203 W GULFBANK RD,HOUSTON,77037-9999,203 W GULFBANK RD,HOUSTON,77037-9999,101,HARRIS COUNTY,4,EE-PK,1,1,REGULAR,203 W GULFBANK RD,Y,629,29.89036,-95.392527
618,618,3594,101902,ALDINE ISD,101902118,SAMMONS EL,2301 FRICK RD,HOUSTON,77038-1701,2301 FRICK RD,HOUSTON,77038-1701,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,2301 FRICK RD,Y,618,29.918595,-95.441194
373,373,1868,101902,ALDINE ISD,101902107,CARTER ELEMENTARY,3111 FALLBROOK DR,HOUSTON,77038-1905,3111 FALLBROOK DR,HOUSTON,77038-1905,101,HARRIS COUNTY,4,KG-4,1,2,REGULAR,3111 FALLBROOK DR,Y,373,29.918595,-95.441194
565,565,3514,101902,ALDINE ISD,101902067,WILSON INT,3131 FALLBROOK DR,HOUSTON,77038-1905,3131 FALLBROOK DR,HOUSTON,77038-1905,101,HARRIS COUNTY,4,6-May,2,2,REGULAR,3131 FALLBROOK DR,Y,565,29.918595,-95.441194
625,625,3601,101902,ALDINE ISD,101902125,GRAY EL,700 W RD,HOUSTON,77038-2506,700 W RD,HOUSTON,77038-2506,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,700 W RD,Y,625,29.918595,-95.441194
495,495,3233,101902,ALDINE ISD,101902064,STEHLIK INT,400 W RD,HOUSTON,77038-2606,400 W RD,HOUSTON,77038-2606,101,HARRIS COUNTY,4,6-May,2,1,REGULAR,400 W RD,Y,495,29.918595,-95.441194
579,579,3528,101902,ALDINE ISD,101902113,RAYMOND ACADEMY,1605 CONNORVALE RD,HOUSTON,77039-3014,1605 CONNORVALE RD,HOUSTON,77039-3014,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,1605 CONNORVALE RD,Y,579,29.911171,-95.341182
630,630,3606,101902,ALDINE ISD,101902153,HINOJOSA EC/PRE-K CENTER,1620 LAUDER RD,HOUSTON,77039-3026,1620 LAUDER RD,HOUSTON,77039-3026,101,HARRIS COUNTY,4,EE-PK,1,1,REGULAR,1620 LAUDER RD,Y,630,29.911171,-95.341182
566,566,3515,101902,ALDINE ISD,101902068,RUBY REED ACADEMY,1616 LAUDER RD,HOUSTON,77039-3095,1616 LAUDER RD,HOUSTON,77039-3095,101,HARRIS COUNTY,4,6-May,2,1,REGULAR,1616 LAUDER RD,Y,566,29.911171,-95.341182
577,577,3526,101902,ALDINE ISD,101902111,OLESON EL,12345 VICKERY ST,HOUSTON,77039-3699,12345 VICKERY ST,HOUSTON,77039-3699,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,12345 VICKERY ST,Y,577,29.911171,-95.341182
616,616,3592,101902,ALDINE ISD,101902116,JOHNSON EL,5801 HAMILL RD,HOUSTON,77039-4049,5801 HAMILL RD,HOUSTON,77039-4049,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,5801 HAMILL RD,Y,616,29.911171,-95.341182
492,492,3230,101902,ALDINE ISD,101902048,T S GRANTHAM MIDDLE,13300 CHRISMAN RD,HOUSTON,77039-4124,13300 CHRISMAN RD,HOUSTON,77039-4124,101,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,13300 CHRISMAN RD,Y,492,29.911171,-95.341182
619,619,3595,101902,ALDINE ISD,101902119,STEPHENS EL,2402 ALDINE MAIL ROUTE RD,HOUSTON,77039-5510,2402 ALDINE MAIL ROUTE RD,HOUSTON,77039-5510,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,2402 ALDINE MAIL ROUTE RD,Y,619,29.911171,-95.341182
564,564,3513,101902,ALDINE ISD,101902043,HAMBRICK MIDDLE,4600 ALDINE MAIL RT,HOUSTON,77039-5998,4600 ALDINE MAIL RT,HOUSTON,77039-5998,101,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,4600 ALDINE MAIL RT,Y,564,29.911171,-95.341182
524,524,3346,101902,ALDINE ISD,101902003,MACARTHUR H S,4400 ALDINE MAIL RT,HOUSTON,77039-5999,4400 ALDINE MAIL RT,HOUSTON,77039-5999,101,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,4400 ALDINE MAIL RT,Y,524,29.911171,-95.341182
255,255,1219,101902,ALDINE ISD,101902083,MACARTHUR NINTH GRADE SCHOOL,12111 GLOGER RD,HOUSTON,77039-9999,12111 GLOGER RD,HOUSTON,77039-9999,101,HARRIS COUNTY,4,9,4,0,REGULAR,12111 GLOGER RD,Y,255,29.911171,-95.341182
621,621,3597,101902,ALDINE ISD,101902121,ERMEL EL,7103 WOODSMAN TRL,HOUSTON,77040-1839,7103 WOODSMAN TRL,HOUSTON,77040-1839,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,7103 WOODSMAN TRL,Y,621,29.874575,-95.527099
644,644,3620,101907,CYPRESS-FAIRBANKS ISD,101907104,POST EL,7600 EQUADOR ST,HOUSTON,77040-2121,7600 EQUADOR ST,HOUSTON,77040-2121,101,HARRIS COUNTY,4,PK-5,1,1,REGULAR,7600 EQUADOR ST,Y,644,29.874575,-95.527099
172,172,875,101907,CYPRESS-FAIRBANKS ISD,101907003,JERSEY VILLAGE H S,7600 SOLOMON ST,HOUSTON,77040-2134,7600 SOLOMON ST,HOUSTON,77040-2134,101,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,7600 SOLOMON ST,Y,172,29.874575,-95.527099
658,658,3634,101907,CYPRESS-FAIRBANKS ISD,101907129,REED EL,8700 TAMI RENEE LN,HOUSTON,77040-2400,8700 TAMI RENEE LN,HOUSTON,77040-2400,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,8700 TAMI RENEE LN,Y,658,29.874575,-95.527099
177,177,880,101907,CYPRESS-FAIRBANKS ISD,101907042,DEAN MIDDLE SCHOOL,14104 REO ST,HOUSTON,77040-5438,14104 REO ST,HOUSTON,77040-5438,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,14104 REO ST,Y,177,29.874575,-95.527099
642,642,3618,101907,CYPRESS-FAIRBANKS ISD,101907101,BANE EL,5805 KAISER ST,HOUSTON,77040-5459,5805 KAISER ST,HOUSTON,77040-5459,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5805 KAISER ST,Y,642,29.874575,-95.527099
657,657,3633,101907,CYPRESS-FAIRBANKS ISD,101907128,HAIRGROVE EL,7120 N ELDRIDGE PKWY,HOUSTON,77041-1883,7120 N ELDRIDGE PKWY,HOUSTON,77041-1883,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,7120 N ELDRIDGE PKWY,Y,657,29.8586,-95.580768
747,747,3728,101912,HOUSTON ISD,101912253,WALNUT BEND EL,10620 BRIAR FOREST DR,HOUSTON,77042-2320,10620 BRIAR FOREST DR,HOUSTON,77042-2320,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,10620 BRIAR FOREST DR,Y,747,29.741325,-95.560254
548,548,3495,101912,HOUSTON ISD,101912060,REVERE MIDDLE,10502 BRIAR FOREST DR,HOUSTON,77042-2338,10502 BRIAR FOREST DR,HOUSTON,77042-2338,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,10502 BRIAR FOREST DR,Y,548,29.741325,-95.560254
447,447,3050,101903,ALIEF ISD,101903117,SNEED EL,9855 PAGEWOOD LN,HOUSTON,77042-5523,9855 PAGEWOOD LN,HOUSTON,77042-5523,101,HARRIS COUNTY,4,PK-4,1,1,REGULAR,9855 PAGEWOOD LN,Y,447,29.741325,-95.560254
956,956,4208,101920,SPRING BRANCH ISD,101920122,TERRACE EL,10400 ROTHBURY,HOUSTON,77043-1899,10400 ROTHBURY,HOUSTON,77043-1899,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,10400 ROTHBURY,Y,956,29.81093,-95.584639
186,186,895,101920,SPRING BRANCH ISD,101920007,HAROLD D GUTHRIE CENTER FOR EXCELLENCE,10660 HAMMERLY,HOUSTON,77043-2398,10660 HAMMERLY,HOUSTON,77043-2398,101,HARRIS COUNTY,4,12-Sep,4,0,ALTERNATIVE,10660 HAMMERLY,Y,186,29.81093,-95.584639
951,951,4203,101920,SPRING BRANCH ISD,101920116,WESTWOOD EL,2100 SHADOWDALE,HOUSTON,77043-2698,2100 SHADOWDALE,HOUSTON,77043-2698,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,2100 SHADOWDALE,Y,951,29.81093,-95.584639
934,934,4186,101920,SPRING BRANCH ISD,101920046,SPRING OAKS MIDDLE,2150 SHADOWDALE,HOUSTON,77043-2699,2150 SHADOWDALE,HOUSTON,77043-2699,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,2150 SHADOWDALE,Y,934,29.81093,-95.584639
954,954,4206,101920,SPRING BRANCH ISD,101920119,SHERWOOD EL,1700 SHERWOOD FOREST,HOUSTON,77043-3504,1700 SHERWOOD FOREST,HOUSTON,77043-3504,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,1700 SHERWOOD FOREST,Y,954,29.81093,-95.584639
948,948,4200,101920,SPRING BRANCH ISD,101920113,SHADOW OAKS EL,1335 SHADOWDALE,HOUSTON,77043-4298,1335 SHADOWDALE,HOUSTON,77043-4298,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,1335 SHADOWDALE,Y,948,29.81093,-95.584639
968,968,4252,101924,SHELDON ISD,101924104,L E MONAHAN EL,8901 DEEP VLY DR,HOUSTON,77044-1528,8901 DEEP VLY DR,HOUSTON,77044-1528,101,HARRIS COUNTY,4,4-Jan,1,0,REGULAR,8901 DEEP VLY DR,Y,968,29.906616,-95.180608
966,966,4250,101924,SHELDON ISD,101924041,C E KING MIDDLE,8530 C E KING PKWY,HOUSTON,77044-2098,8530 C E KING PKWY,HOUSTON,77044-2098,101,HARRIS COUNTY,4,8-Jul,3,0,REGULAR,8530 C E KING PKWY,Y,966,29.906616,-95.180608
965,965,4249,101924,SHELDON ISD,101924001,C E KING H S,8540 C E KING PKWY,HOUSTON,77044-2099,8540 C E KING PKWY,HOUSTON,77044-2099,101,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,8540 C E KING PKWY,Y,965,29.906616,-95.180608
596,596,3563,101912,HOUSTON ISD,101912175,HOBBY EL,4021 WOODMONT DR,HOUSTON,77045-3515,4021 WOODMONT DR,HOUSTON,77045-3515,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,4021 WOODMONT DR,Y,596,29.635793,-95.432889
352,352,1719,101912,HOUSTON ISD,101912010,MADISON H S,13719 WHITEHEATHER,HOUSTON,77045-4498,13719 WHITEHEATHER,HOUSTON,77045-4498,101,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,13719 WHITEHEATHER,Y,352,29.635793,-95.432889
755,755,3736,101912,HOUSTON ISD,101912262,GRISSOM EL,4900 SIMSBROOK DR,HOUSTON,77045-5321,4900 SIMSBROOK DR,HOUSTON,77045-5321,101,HARRIS COUNTY,4,EE-6,1,1,REGULAR,4900 SIMSBROOK DR,Y,755,29.635793,-95.432889
556,556,3504,101912,HOUSTON ISD,101912075,DOWLING MIDDLE,14000 STANCLIFF ST,HOUSTON,77045-5399,14000 STANCLIFF ST,HOUSTON,77045-5399,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,14000 STANCLIFF ST,Y,556,29.635793,-95.432889
709,709,3687,101912,HOUSTON ISD,101912207,MONTGOMERY EL,4000 SIMSBROOK DR,HOUSTON,77045-5699,4000 SIMSBROOK DR,HOUSTON,77045-5699,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,4000 SIMSBROOK DR,Y,709,29.635793,-95.432889
1096,1096,7242,101912,HOUSTON ISD,101912355,MARTIN LUTHER KING JR EARLY CHILDHOOD CTR,3930 W FUQUA,HOUSTON,77045-6034,3930 W FUQUA,HOUSTON,77045-6034,101,HARRIS COUNTY,4,PK,1,1,REGULAR INSTRUCTIONAL,3930 W FUQUA,Y,1096,29.635793,-95.432889
1061,1061,7028,101912,HOUSTON ISD,101912395,JEAN HINES-CALDWELL,4040 W FUQUA ST,HOUSTON,77045-6304,4040 W FUQUA ST,HOUSTON,77045-6304,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,1,REGULAR INSTRUCTIONAL,4040 W FUQUA ST,Y,1061,29.635793,-95.432889
758,758,3739,101912,HOUSTON ISD,101912265,PETERSEN EL,14404 WATERLOO DR,HOUSTON,77045-6620,14404 WATERLOO DR,HOUSTON,77045-6620,101,HARRIS COUNTY,4,EE-6,1,1,REGULAR,14404 WATERLOO DR,Y,758,29.635793,-95.432889
231,231,1137,101912,HOUSTON ISD,101912127,WOODSON EL,10720 SOUTHVIEW ST,HOUSTON,77047-1099,10720 SOUTHVIEW ST,HOUSTON,77047-1099,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,10720 SOUTHVIEW ST,Y,231,29.61065,-95.386863
756,756,3737,101912,HOUSTON ISD,101912263,LAW EL,12401 S COAST DR,HOUSTON,77047-2736,12401 S COAST DR,HOUSTON,77047-2736,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,12401 S COAST DR,Y,756,29.61065,-95.386863
687,687,3665,101912,HOUSTON ISD,101912104,ALMEDA EL,14249 BRIDGEPORT RD,HOUSTON,77047-5061,14249 BRIDGEPORT RD,HOUSTON,77047-5061,101,HARRIS COUNTY,4,EE-6,1,1,REGULAR,14249 BRIDGEPORT RD,Y,687,29.61065,-95.386863
557,557,3505,101912,HOUSTON ISD,101912077,THOMAS MIDDLE,5655 SELINSKY RD,HOUSTON,77048-1898,5655 SELINSKY RD,HOUSTON,77048-1898,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,5655 SELINSKY RD,Y,557,29.618714,-95.324221
780,780,3763,101912,HOUSTON ISD,101912156,FROST EL,5650 SELINSKY RD,HOUSTON,77048-1899,5650 SELINSKY RD,HOUSTON,77048-1899,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5650 SELINSKY RD,Y,780,29.618714,-95.324221
356,356,1723,101912,HOUSTON ISD,101912014,STERLING H S,11625 MARTINDALE RD,HOUSTON,77048-2099,11625 MARTINDALE RD,HOUSTON,77048-2099,101,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,11625 MARTINDALE RD,Y,356,29.618714,-95.324221
423,423,3026,101912,HOUSTON ISD,101912123,CODWELL EL,5225 TAVENOR LN,HOUSTON,77048-2625,5225 TAVENOR LN,HOUSTON,77048-2625,101,HARRIS COUNTY,4,EE-6,1,1,REGULAR,5225 TAVENOR LN,Y,423,29.618714,-95.324221
1109,1109,7255,101924,SHELDON ISD,101924108,SHELDON ELEMENTARY,17203 HALL SHEPPARD,HOUSTON,77049-2002,17203 HALL SHEPPARD,HOUSTON,77049-2002,101,HARRIS COUNTY,4,KG 01 02 03 04 05,1,1,REGULAR INSTRUCTIONAL,17203 HALL SHEPPARD,Y,1109,29.832928,-95.14904
967,967,4251,101924,SHELDON ISD,101924102,ROYALWOOD EL,7715 ROYALWOOD DR,HOUSTON,77049-2314,7715 ROYALWOOD DR,HOUSTON,77049-2314,101,HARRIS COUNTY,4,4-Jan,1,0,REGULAR,7715 ROYALWOOD DR,Y,967,29.832928,-95.14904
